raw_regime,market_return,cross_sectional_dispersion,breadth,realized_volatility_20d,trend_60d,liquidity_stress,sector_dispersion,sector_return_max_minus_min,market_move_to_dispersion,stress_score,regime,mapping_method,match_distance,regime_model_id,fit_start_date,fit_end_date
1,0.005120072299475902,0.035522760117350415,0.5500640324484641,0.047983411334198076,-0.1894250874164318,-0.3117073087620633,0.028788552719521826,0.08497237573326433,1.4968524140354136,14.095710518828252,3,sequential_centroid_match,0.013600369057328171,26,2018-03-29,2021-04-22
2,0.005214546045484603,0.010213234229738405,0.6092322543853342,0.009220193556087344,0.06602263827854482,0.05911952730493769,0.007298385722450876,0.021920170007072515,0.7394000065595604,-1.9964312705063894,0,sequential_centroid_match,0.009075467219093488,26,2018-03-29,2021-04-22
3,0.005467606659590167,0.01990560227514015,0.5942184120338745,0.011694167123684828,0.06568946692077285,-0.21881742792166,0.016047505782814435,0.0478514365492773,0.43892486281422777,1.3069305765010766,2,sequential_centroid_match,0.014984585709381808,26,2018-03-29,2021-04-22
0,-0.016049805481037634,0.013144572851485925,0.22801673694085095,0.0118416390185416,0.025475416091264802,-0.19486554366595388,0.00966130169359299,0.028815764371873928,0.7269553913148952,1.2189418904288272,1,sequential_centroid_match,0.026664969530858763,27,2018-03-29,2021-05-20
1,0.005409862271899512,0.019790499425952155,0.5944760803134252,0.011485628129806186,0.06807969561463507,-0.2129341545029289,0.015964019389432257,0.047607861035168585,0.4344062900729239,1.2876726826851828,2,sequential_centroid_match,0.015799609794515924,27,2018-03-29,2021-05-20
2,0.0051936301209805375,0.035521277141627075,0.5501016462984002,0.04796674139888946,-0.190122703153437,-0.3151339545026552,0.028773165767689506,0.08493006850747267,1.4961049861597435,14.24454408152717,3,sequential_centroid_match,0.004493555271697941,27,2018-03-29,2021-05-20
3,0.005437668612463522,0.010185995042525648,0.614562485260662,0.009187803015603941,0.06726321249974765,0.06251327602048508,0.007294430089546936,0.021906968709446188,0.7392951753524073,-2.0172706548649377,0,sequential_centroid_match,0.010283841671726624,27,2018-03-29,2021-05-20
0,0.005258631635394918,0.010168486765588614,0.6111243698568533,0.009109797589348434,0.06849343079361392,0.06030394884213407,0.007305190665327895,0.021929209164699492,0.7367425904679082,-1.9975100637355472,0,sequential_centroid_match,0.008761683250093895,28,2018-03-29,2021-06-18
1,0.005455912860026655,0.019775661712218135,0.595033884885592,0.011472188998696505,0.06847668399438828,-0.21048659241245832,0.015985516767944928,0.047644112753717494,0.4328669860430287,1.3389354326974388,2,sequential_centroid_match,0.003517624120515318,28,2018-03-29,2021-06-18
2,-0.015923199217184977,0.013137578128787077,0.2278747774313899,0.011725981979031972,0.02704539052016162,-0.1980214679383786,0.009683489164826564,0.02886886127211337,0.7205133623409693,1.2306641378779535,1,sequential_centroid_match,0.010269058845270827,28,2018-03-29,2021-06-18
3,0.005133733061843677,0.035537381343723445,0.551601869852801,0.047919253387871175,-0.19077334094358198,-0.3148217363033522,0.028760903168538722,0.08491596293599482,1.4960490891399152,14.387075716393932,3,sequential_centroid_match,0.004022116700781939,28,2018-03-29,2021-06-18
0,0.005208175093104582,0.010126969856008243,0.6109348215421334,0.008998395724213225,0.06888920145689126,0.061083209882972334,0.007288640467718256,0.021875880990798572,0.7295564248234088,-2.002832419065767,0,sequential_centroid_match,0.008105497394339627,29,2018-03-29,2021-07-19
1,0.005318674541592198,0.019655470953229934,0.5935957904983051,0.011379957729462655,0.06848880774377152,-0.20609540004907165,0.01589171717206545,0.04737610381836756,0.431100401889277,1.3539170046497637,2,sequential_centroid_match,0.01090657020847297,29,2018-03-29,2021-07-19
